AxisX,AxisY,AxisZ
-0.001378209,-0.00757797,-0.987262892
-0.020943186,-0.002474015,-1.001936467
-0.01996318,-0.00543735,-1.010060365
-0.010475474,-0.004388485,-1.000729947
-0.001756936,-0.008392887,-0.996754178
-0.01983043,-0.007125671,-1.000921458
-0.001026812,-0.004606836,-0.991368888
-0.016425788,-0.004684819,-0.995838756
-0.01391916,-0.006525206,-1.004265241
-0.005024924,-0.002926313,-0.998117737
0.002717513,0.000731066,-1.00146535
-0.017394081,-0.007854808,-1.002036053
-0.010885437,-0.002860028,-1.015430334
-0.004981975,-0.002357041,-0.994272196
-0.007988368,-0.003850406,-1.001783258
-0.0116507,-0.002041212,-0.994283686
-0.015820606,-0.005152714,-0.997516392
-0.01266975,-0.007121772,-0.993919815
-0.004095675,-0.004014169,-1.001262348
-0.004474402,-0.004532753,-1.006188012
-0.013005529,-0.00931698,-0.996321364
-0.014625857,-0.008427979,-1.002874871
-0.005263092,-0.010077309,-1.00112829
-0.010623841,-0.003971279,-0.994141968
-0.002030244,-0.002364839,-0.996903557
-0.012002097,-0.009890151,-1.007068962
-0.009628218,-0.006556399,-0.998458627
0.000167936,-0.000945558,-0.996566498
-0.018381896,-0.002259563,-0.999492786
-0.001339165,-0.005218999,-1.006241635
-0.013567763,-0.004407981,-0.998914423
-0.005661342,-0.005413955,-1.007919271
-0.013290551,-0.007258242,-0.996336684
-0.004911696,-0.001760475,-1.001802409
-0.023598182,-0.005277486,-1.004927869
-0.006274333,-0.006185982,-1.004514205
-0.004724284,-0.003554073,-0.996639272
-0.008968373,-0.003008195,-1.000446511
-0.020993943,-0.007776825,-1.014947726
-0.006797524,-0.008322703,-0.998638647
-0.010155313,-0.000766198,-0.991870647
-0.007964941,-0.00231805,-1.002020732
-0.012724412,-0.003203151,-1.005146192
0.002545719,-0.004758902,-0.995256562
-0.006375848,0.001171667,-1.007850327
-0.020056886,0.000918224,-1.009796079
-0.005017115,-0.003807516,-1.007651156
-0.021134502,-0.003721735,-0.998615666
-0.005110821,-0.004213025,-1.000936779
-0.004130815,-0.001413453,-0.9929546
-0.004618865,-0.002259563,-0.996194966
-0.027092625,-0.006482316,-1.008329105
-0.005360703,-0.003830911,-1.009098979
-0.000171747,-0.002123094,-0.993123129
-0.007351949,0.001842317,-1.007340908
-0.024222887,-0.000364588,-1.018555794
-0.009440807,-0.003554073,-1.00668977
-0.009140167,0.001526488,-0.992514124
-0.010674599,0.00169415,-0.989392495
-0.01963521,-0.001982725,-0.991847666
-0.012119229,-0.001869651,-0.995873228
-0.007176251,0.003035449,-1.002978287
-0.017940698,-9.94E-05,-0.995788963
0.004802466,-0.001276983,-1.00650975
-0.005309945,-0.007940588,-1.002629737
-0.005512974,-0.006868329,-0.998221153
-0.008601359,-0.003027691,-0.988687734
-6.63E-05,-0.004883674,-0.993923645
-0.016398458,-0.005507534,-0.996581819
-0.005052254,-0.005355468,-1.005360684
-0.017222287,-0.00352288,-0.995179958
0.009023128,-0.002282958,-0.995896209
-0.020443422,-0.001612308,-1.006314409
-0.001495341,-0.009995427,-1.008532107
-0.01181859,-0.004205227,-1.001752616
0.002338786,0.000274868,-0.993283999
-0.021157928,-0.000317799,-0.996708216
-0.001717892,-0.000953356,-1.000488643
0.006922558,0.000781755,-1.002388433
-0.016273517,-0.00289512,-0.992429859
-0.006266525,-0.006271763,-1.001518973
-0.004923409,-0.003464393,-0.999063801
0.003338313,-0.007457097,-0.997447448
-0.017476074,-0.006852733,-0.99695335
0.013103232,-0.00775343,-1.005326212
-0.018256955,-0.005788271,-1.001959448
0.007414513,-0.001932037,-1.004142674
-0.014387689,-0.002766449,-1.003334497
-0.000355254,-0.006326351,-1.004901058
-0.009429093,-0.00450156,-1.009642871
-0.006414892,-0.002435024,-0.999852827
-0.007586214,-0.003725634,-0.999105934
0.011818683,-0.000290505,-0.99852374
-0.005559827,-0.000820786,-1.000412039
-0.014758607,-0.005889649,-1.002315659
0.001866352,0.001000106,-1.010271027
-0.004798468,9.94E-05,-0.998573533
-0.001128327,-0.00017743,-1.002097336
-0.005552018,-0.00351898,-1.011259224
-0.009639931,-0.003827011,-1.003131496
-0.014411115,-0.004739407,-1.001327462
0.012861159,-0.003589165,-0.998385852
-0.020970517,1.75E-05,-0.992648182
0.011510235,-0.004626332,-1.008957261
-0.02022868,-0.002162085,-1.006869791
0.002854167,-0.005371065,-1.009577757
-0.00422452,0.004478125,-1.007049811
-0.019455607,0.004197388,-1.011600113
-0.001065856,0.003051045,-1.002664209
0.007391087,-0.000926062,-0.990112576
-0.029677341,-4.49E-05,-1.009642871
0.002053764,-0.001448545,-1.007356229
0.00628614,-0.000766198,-0.989561024
-0.011330539,-0.003495586,-1.002920833
-0.005185004,8.77E-05,-1.007754572
-0.006344613,-0.003008195,-1.000921458
-0.005786283,-0.00351898,-1.000201377
-0.014028483,-0.005230696,-1.006613166
-0.011150936,-0.002922414,-1.003866898
-0.005782378,-0.00329673,-1.010665539
-0.002053671,-0.003694441,-1.001155102
-0.01240425,-0.003027691,-0.998136888
0.010784015,-0.005335973,-0.993605737
-0.009183116,0.000118903,-0.992364746
-0.012939154,-0.002290756,-1.007961404
-0.015051438,0.001390018,-0.998952725
0.005352987,-0.003561871,-1.004364827
-0.024773408,0.001577176,-1.004035428
-0.000140512,0.002208834,-0.997677262
-0.007363663,0.001838418,-1.000335435
-0.011104083,-0.004302705,-1.00459847
-0.01500068,-0.002357041,-1.000021357
-0.010975238,0.003460454,-1.002177771
0.001104993,-0.004446972,-0.999113594
-0.006254811,-0.004489863,-0.990549221
0.002248984,-0.001912541,-1.005226626
-0.003951212,-0.004953859,-1.008930449
-0.005071777,-0.00360866,-1.007988215
-0.013762984,-0.004949959,-1.00355282
0.00184683,0.003246002,-0.98982914
-0.017140295,0.005293042,-1.001783258
-0.002326979,-0.002949708,-1.007114925
-0.008191397,-0.000430873,-0.994739482
-0.016211046,0.000130601,-1.007157057
0.000370965,-0.00619768,-0.990897771
0.001409537,-0.004053161,-0.998531401
-0.012193413,-0.000274908,-1.004383978
-0.006340708,-0.005070832,-1.004755509
-0.006641348,0.000789553,-1.004100541
-0.002428494,-0.001456343,-1.010240385
-0.012380824,0.001315935,-1.003932012
-0.016132958,-0.000345093,-1.004299713
-0.007695537,-0.006934614,-1.007229832
-0.01503582,-0.00508253,-0.99435646
-0.007758008,-0.003986876,-0.99539062
-0.010104556,-0.004758902,-1.001790918
0.000527141,-0.001779971,-0.999151897
-0.014957732,0.003043247,-1.009393906
-0.004513447,-0.001822861,-1.011301356
-0.012689272,-0.006287359,-1.008152915
-0.004747711,-0.006447224,-1.008057159
-0.003150809,-0.002731357,-1.003085533
-0.013442822,-0.002828835,-1.002112657
-0.00885905,-0.005141017,-0.997903245
-0.008843432,-0.003351318,-0.999626844
-0.007484699,-0.003168059,-0.991977893
-0.008199206,-0.000501058,-1.011320507
-0.006071304,-0.000766198,-1.010768955
-0.006824855,-0.005113723,-1.008727448
-0.017643963,-0.001569418,-1.016257661
-0.005391938,-0.004213025,-0.998037302
-0.01020607,0.003284993,-0.990273445
-0.0098781,0.004536612,-1.005019794
-0.005813614,5.26E-05,-1.000745268
-0.004404123,-0.000458167,-1.006842979
-0.007293383,0.003717796,-1.005330042
-0.010686312,-0.001066431,-1.011669057
-0.008171875,-0.006763053,-1.006406334
-0.020041268,-0.001370563,-1.001721974
-0.00616501,0.00258315,-0.997665771
-0.016589773,0.002551957,-1.003970314
0.001429059,-0.005183907,-0.998818667
-0.012337876,-0.002224471,-0.995758321
-0.009686784,0.001830619,-1.007651156
-0.014290078,-0.005203403,-1.003713689
-0.002502678,-0.002821037,-1.00251866
-0.020853384,-0.002559796,-1.001626219
-0.003431926,-0.002559796,-1.001086158
-0.012119229,0.003140725,-0.996983992
-0.008718491,-0.000462066,-1.004548677
-0.001151753,0.00182672,-0.999983054
-0.014961636,0.000688176,-1.007689458
-0.001885781,-0.006334149,-1.001672182
-0.005961981,-0.000633628,-0.99833606
-0.008710683,-0.002938011,-0.995145486
-0.007949324,-0.0061041,-0.998140718
-0.006442223,-0.002797642,-1.002001581
-0.014711754,-0.001581115,-0.997455109
-0.001011195,-0.004174034,-0.99625625
-0.003884837,-0.005402258,-1.005759027
-0.014094858,-0.006224973,-1.005996501
-0.008718491,-0.006887825,-0.994287516
-0.004080057,-0.012678026,-0.996233268
-0.009827343,-0.008427979,-0.993858532
-0.015051438,2.53E-05,-0.9988608
-0.005770665,-0.002711862,-0.998853139
-0.02094709,-0.003409805,-1.006594015
-0.006852186,-0.000637527,-0.999814525
-0.001514863,0.000785654,-0.995413601
-0.0022567,-0.000735005,-1.00337663
-0.010842488,-0.001319874,-1.009022375
-0.018245241,-0.005511433,-0.999182538
0.001526669,0.000228079,-0.998443306
-0.019154968,0.004431336,-1.001894334
2.35E-05,0.003499445,-1.003054891
-0.023926152,-0.002224471,-1.002078185
-0.009967901,-0.007262141,-1.008647013
0.001753125,-0.003148564,-0.995720019
-0.017042684,0.00142511,-0.995643415
-0.008542793,-0.003097875,-0.997619808
-0.011451575,-0.00066872,-0.997953037
-0.016140767,-0.002064607,-1.005184494
-0.014614144,0.002590949,-1.001044025
-0.018417035,-0.004033665,-1.003993295
-0.002155185,-0.002961406,-0.992931618
-0.01382155,0.001456303,-1.001400236
-0.008230441,-0.004883674,-0.996118362
-0.007363663,-0.000442571,-1.002434395
-0.008738014,0.000142298,-1.006969377
-0.011369583,0.000196886,-1.000132433
-0.011342252,0.002973063,-1.003610273
-0.006079113,0.00276251,-1.002009241
-0.02006079,-0.003515081,-1.001928806
0.00428318,-0.003823112,-0.994164949
-0.005192813,-0.003569669,-0.994027061
-0.000753504,0.000851939,-1.00043502
-0.019225247,-0.003710038,-1.008911298
-0.021497611,-0.001507032,-1.000155414
-5.46E-05,0.004014129,-0.997953037
-0.013091426,0.005643964,-1.000477153
-0.02699111,-0.001815063,-1.013266259
0.003381262,-0.002037313,-1.003411102
-0.000136608,-0.001374462,-0.986412583
-0.001631995,0.000723268,-0.992173235
-0.007250435,-0.000411378,-0.997795998
-0.010026467,-0.006533004,-0.994260705
-0.00675848,-0.002396032,-1.000484813
-0.011197789,0.001304237,-1.001377255
-0.010502805,0.00187351,-0.997447448
-0.017062207,-0.004306604,-1.007448154
0.002030337,-0.002084102,-1.000415869
-0.007008362,0.002279019,-0.994429235
0.0094409,-0.000372386,-0.998960385
-0.019826526,-0.008689221,-1.002116487
-0.002069289,-0.005803868,-0.998278606
-0.010748782,-0.000263211,-1.000615041
0.00030459,0.001093685,-0.999799204
-0.012782978,-0.003043287,-1.011109845
-0.0058019,-0.003936187,-0.992246009
-0.003556867,-0.003561871,-0.992353255
-0.003392882,7.60E-05,-0.996838443
-0.00666087,0.000524412,-1.00424609
-0.000242027,-0.004478165,-1.005705404
-0.013392065,-0.000376286,-1.004640603
-0.001612473,-0.000945558,-1.014760045
-0.004767233,-0.002088002,-0.999569391
-0.010737069,-0.009355971,-1.001947957
0.004466687,-0.004552249,-1.002246715
-0.007636971,-0.002435024,-0.991422511
-0.003939499,-0.001093725,-0.999983054
-0.011756119,-0.003054985,-1.004740188
-0.009065984,-0.002544199,-1.003993295
-0.009823438,0.005047398,-1.00042736
0.000449053,0.002649436,-0.998443306
-0.021891956,-0.006544702,-0.99922084
0.00142125,0.000380145,-0.997976019
-0.002287935,-0.003803617,-0.994800766
-0.002448016,-0.004641929,-0.998991027
-0.012861066,0.001269145,-1.011102185
-0.005169387,-0.003012094,-0.999427672
-0.02071673,-0.003222647,-1.002246715
-0.009690689,0.002532462,-1.006061614
-0.014985063,-0.000961154,-0.994310498
-0.004997593,-0.006260066,-0.998558212
0.002682373,0.002013878,-1.001181913
-0.00271742,-0.004142841,-1.003717519
-0.000460673,-0.003316226,-0.999331917
-0.00747689,-0.003308428,-1.00598884
-0.003564676,-0.000157935,-1.007321757
-0.013755175,0.002871686,-0.998753554
-0.010530136,0.000270969,-1.007574551
-0.009206542,-0.001121018,-1.007107265
-0.002897023,0.001444606,-0.998496929
-0.007227008,0.001662957,-0.996972501
0.000347539,-0.001655199,-0.990832658
-0.0136888,-0.000259312,-0.997213805
-0.015117812,-0.001729282,-1.010941315
-0.01388402,-0.003000397,-1.003100854
-0.006973222,-0.000832483,-1.001779428
-0.014129998,0.001522588,-1.002082015
-0.003779418,-0.004474266,-0.995926851
-0.006410988,-0.004692617,-0.997324881
-0.001749127,0.001830619,-0.996110701
-0.006863899,0.000387943,-0.99470501
-0.017409699,-0.003082278,-0.997907075
-0.002408972,0.001974887,-1.000718457
-0.019408754,0.00387766,-1.004380148
-0.008171875,0.001386119,-1.004621451
-0.007258244,-0.001183404,-1.000178396
-0.010038181,0.001393917,-0.997638959
-0.01621495,-0.000894869,-0.9988608
-0.008554506,-0.007519483,-0.997895584
-0.010893245,0.002641637,-1.000128603
-0.004864843,0.004072616,-0.993418056
-0.021517133,0.000450329,-1.000538436
-0.008148448,-0.002977002,-0.997267428
-0.015992399,0.001440707,-0.993406566
-0.011888869,-0.003230445,-1.004537187
-0.010694121,-0.007745632,-0.996715876
-0.005477835,-0.009363769,-0.997550864
-0.007683824,-0.005113723,-0.997409146
-0.012314449,-0.00423252,-1.000848684
-0.012529191,-0.009188309,-1.003047231
-0.006352422,0.00035675,-1.001001893
-0.013353021,0.001230154,-0.998297757
-0.017257427,-0.000516654,-0.998393513
0.006278331,-0.002544199,-0.998140718
-0.015976782,-0.003472191,-0.995624263
-0.02252447,-0.000898768,-0.997956868
-0.010721452,-0.00160451,-0.99609155
-0.008792675,-0.00017743,-1.003139156
-0.022942242,-0.001417352,-1.0039052
-0.016035348,-0.002548098,-1.008286972
-0.016453119,-0.000302202,-1.007118755
-0.003943403,0.003320085,-0.999745581
-0.017550257,0.001970988,-0.999975394
0.002760461,-0.007960084,-0.992766919
-0.007480795,-0.001608409,-0.994241554
-0.015687856,-0.001982725,-0.996696725
-0.019123733,-0.001269185,-1.000798891
-0.009663358,-0.005070832,-1.009872684
-0.004603248,0.004446932,-0.995103353
-0.02111498,0.005129279,-1.007011509
-0.005122534,-0.005027942,-1.009156433
-0.006902943,0.000984509,-1.003460895
-0.009311961,0.00245058,-0.997370844
-0.007961037,-0.001370563,-0.998182851
-0.008847337,-0.00556992,-0.994827578
-0.010787827,-0.000208623,-1.001143611
-0.014547769,0.005647863,-1.005372175
-0.018393609,-0.000785694,-0.99973792
-0.008308529,-0.004645828,-1.003679217
-0.010826871,0.001222356,-0.995788963
-0.011826398,-0.007332325,-1.007126416
-0.012220743,-0.007250443,-1.004824453
-0.002069289,0.000887031,-0.994046213
-0.008944947,0.002520764,-0.999699618
-0.007586214,-0.003776323,-1.011431583
0.001464199,0.003823072,-0.998906762
-0.002436303,0.007850869,-1.004157995
-0.007309001,0.004552209,-1.001518973
-0.012880588,-0.00227516,-0.995348488
0.00260819,-0.00227126,-0.999986885
-0.008421757,-0.002017817,-1.004847434
-0.012392537,-0.010213778,-1.005747536
-0.001881877,-0.005577719,-1.000929119
-0.009311961,0.001834518,-0.993938966
-0.015191996,-0.00031,-0.997485751
-0.006973222,-0.002598787,-0.996735027
-0.001186893,0.001495295,-1.004904888
-0.007906375,-0.000957255,-1.002070525
-0.016320369,-0.00708668,-0.998565873
-0.000394298,-0.007472693,-1.003644745
0.003162615,0.001405615,-0.99434497
-0.017948507,0.000547807,-1.01015229
9.77E-05,2.53E-05,-1.002962966
-0.00133526,0.006478377,-0.999600032
-0.002924353,0.004817349,-1.002296508
-0.007652589,-0.00307448,-1.004177146
0.002081095,-0.006115798,-1.003422592
-0.007910279,-0.008654128,-1.001779428
-0.007063023,-0.004485964,-0.988369826
-0.016855273,-0.007862606,-0.992985241
-0.010705834,-0.005476341,-0.997910905
-0.010709738,0.000481522,-0.994666708
-0.014906975,-0.004595139,-1.005927557
-0.003193757,-0.002224471,-1.009068337
-0.005165482,-0.000968953,-0.99851608
-0.009003513,-0.004704315,-1.003786463
-0.002530008,-0.008927067,-1.001955618
0.001921014,-0.000875374,-0.989089907
-0.016765472,0.001436808,-1.002315659
0.002830741,0.003979037,-0.993915985
-0.010760496,0.002571453,-1.000982742
-0.011377392,-0.000789593,-1.002714002
-0.015633194,-0.002505208,-1.004797642
-0.005712099,-0.007047689,-1.008750429
-0.008780962,-0.007737834,-1.001319801
0.002526197,-0.006111899,-0.994333479
-0.005282614,-0.007804119,-0.996072399
-0.015285702,-0.006443324,-1.000366076
-0.011592134,5.83E-06,-0.998094756
0.000761406,0.004653586,-0.994245384
-0.01145548,0.003023752,-1.002135638
-0.01809297,0.000411338,-1.000331604
-0.005852658,-0.003881599,-0.99608389
-0.017148103,-0.001343269,-1.008658504
-0.001003386,-0.003160261,-0.993793418
-0.009015226,-0.000688216,-0.998305418
-0.006606208,0.002154247,-0.999239992
-0.009893718,-0.001011843,-0.995068881
-0.005829231,0.005741442,-0.998090925
-0.018167153,-0.00213869,-1.009263679
0.009226157,-0.010471121,-0.995413601
-0.023184315,-0.007948387,-1.005356854
-0.007258244,-0.008794497,-0.994065364
0.00119089,-0.010634884,-0.989277588
-0.02613995,-0.004415779,-1.003495367
-0.014270556,-0.000680417,-0.995474885
0.00392007,0.00258705,-0.994934824
-0.008499845,0.003222607,-1.010175271
-0.011732693,-0.001089825,-1.003395781
-0.007640875,0.000602395,-1.008520616
-0.011525759,0.002392093,-1.000672494
0.005157766,-0.001280883,-0.995999625
-0.013770792,-0.001768273,-1.000392888
-0.003537345,0.00178383,-0.988500053
-0.008343669,-0.001787769,-0.994218572
-0.011756119,-0.005866254,-0.996826953
-0.020533223,-0.002466217,-1.001921146
0.00398254,-0.007558474,-1.006559543
-0.01648045,-0.013886754,-1.003637085
-0.004333844,-0.009028444,-0.999224671
-0.010252923,-0.009336475,-1.001672182
-0.000249835,-0.006088504,-0.992100461
-0.009874196,0.000220281,-1.000205207
-0.006797524,-0.002442822,-0.995693207
-0.009311961,-0.001234093,-0.99626391
-0.020455135,-0.001725383,-1.016564079
-0.008410043,-0.006513509,-1.005395156
-0.011732693,-0.004361192,-0.994318158
-0.010858106,-0.00352288,-1.009328792
-0.011049422,-0.007730036,-0.997033785
-0.00784,-0.000586838,-0.995608943
-0.019639114,-6.05E-05,-1.005249608
0.001948345,-0.003425401,-0.997217635
-0.026155567,-0.005433451,-1.011534999
-0.008870763,-0.007324527,-1.006728073
-0.015734709,-0.004645828,-1.007961404
-0.010096747,-0.002879524,-1.004797642
-0.013770792,-0.010911722,-0.999894959
0.005224141,-0.004641929,-0.998424155
-0.006984935,-0.00588185,-1.001132121
-0.006313378,-0.007523382,-0.996574158
-0.014719563,-0.000586838,-1.007838837
-0.022028611,-0.000731106,-1.006946395
-0.005762856,-0.003359116,-1.010133139
-0.014137807,-0.003222647,-1.001055516
-0.000569997,-0.008626835,-0.999837506
-0.017956315,-0.006755254,-1.001201064
-0.005692577,-0.00499285,-0.996842274
-0.010873723,-0.00762086,-0.99851225
-0.002971206,-0.002653375,-1.007053641
-0.020404378,-0.002279059,-1.004981492
-0.008000081,-0.003596963,-1.01380249
-0.024851496,-0.007016496,-1.008355916
-0.000394298,-0.000368487,-0.993490831
-0.02140781,-0.001479738,-1.005127041
3.91E-05,-0.005632306,-0.998527571
-0.003857506,-0.005491938,-1.003097024
-0.012708794,-0.00321095,-1.00130065
-0.00629776,-0.003678845,-1.002350131
-0.018577116,-0.001195102,-1.00442228
-0.012962581,-0.003936187,-1.010025893
-0.010440334,-0.003456594,-0.999477465
-0.009522799,-0.001440747,-1.016487475
-0.011014282,-0.002680669,-0.992127272
0.004197283,-0.002793743,-0.98809788
-0.01726914,-0.004162336,-1.005054266
-0.009015226,-0.007648154,-1.005582837
-0.024995959,-0.004949959,-1.005452609
-0.015902598,-0.002107497,-1.0075554
-0.013696609,-0.005012345,-1.004632942
0.002791697,-0.000731106,-1.001725805
-0.007566692,-0.006607088,-0.999247652
-0.001050239,-0.007094478,-0.995942172
-0.019814813,-0.005620609,-1.010071855
-0.006149393,-0.008268115,-0.992403048
-0.020829958,-0.002509107,-1.00182156
-0.017394081,-0.004567845,-1.009849702
-0.003244515,-0.005831162,-0.996857594
-0.011377392,0.002080163,-0.994107496
0.00188197,-0.000286606,-1.006574864
-0.010092842,-0.008233023,-0.995823435
-0.004431454,-0.009083032,-0.99608772
-0.011791259,-0.008685321,-0.994819917
-0.013684896,-0.003129068,-1.004912548
-0.020990039,-0.006310754,-0.998562043
-0.013153896,-0.004033665,-1.007042151
-0.021216494,-0.003483888,-0.999826015
-0.00853108,-0.00289512,-1.0011168
-0.005399747,-0.004396284,-0.99695335
-0.002428494,-0.002969204,-0.995191448
-0.01122512,-0.007683246,-1.002752304
-0.004052727,-0.006860531,-0.996179645
-0.010104556,-0.007406408,-0.993103978
-0.017659581,-0.005952035,-1.005169173
-0.026241464,0.001366623,-1.007635835
-0.015285702,0.000719369,-0.996206457
-0.010522327,-0.003713937,-1.002127978
-0.014165137,-0.005148815,-0.994479027
0.007149013,-0.003764625,-0.992203876
-0.010576989,-0.006790347,-1.000350756
-0.012259787,-0.008307106,-1.004885737
-0.018545881,-0.007901597,-1.00008264
-0.009132358,0.001581075,-1.00320427
-0.006512502,-0.00401027,-0.999760902
-0.00751203,0.002446681,-1.00564412
-0.010209974,-0.000610233,-0.999676637
0.001987389,-0.002286857,-0.995325506
-0.015203709,-0.003129068,-0.99574683
-0.00691856,-0.004060959,-1.006019482
-0.007457368,-0.00619768,-0.998473947
-0.011147032,0.002037273,-1.008332935
-0.008554506,0.001900804,-0.997018464
-0.010537945,0.000851939,-0.997029954
-0.00830072,-0.002704063,-1.003005098
-0.009261204,-0.002321949,-0.996719706
-0.000140512,0.00365541,-0.99695718
-0.009596983,-0.002072405,-0.99626774
-0.007289479,-0.007285535,-1.00268719
-0.021021274,-0.005644004,-0.999289784
0.000964435,0.002945769,-1.007103434
-0.011658509,-0.000103347,-1.000844854
-0.007234817,-0.002337546,-1.003116175
-0.004271373,-0.00129258,-1.003231081
-0.000796452,0.004092112,-0.999473635
-0.004298704,-0.006057311,-0.99418027
0.002748748,-0.004158437,-1.000714626
-0.012892301,-0.000161834,-1.006268446
-4.68E-05,0.000286566,-1.006528901
-0.013364734,0.003659309,-0.994773954
-0.012197317,-0.002548098,-1.000864005
0.002256793,-0.002938011,-0.996704386
-0.009846865,0.001530387,-1.000147754
0.003439828,-0.002965305,-0.996014946
-0.010159217,-0.005710289,-1.004966171
-0.005524688,-0.009383265,-0.999960073
-0.00610254,-0.00846697,-0.998224983
0.000761406,-0.001011843,-1.000523115
-0.009472042,-0.003246042,-0.998925913
-0.001409444,-0.006548601,-0.997964528
-0.015523871,-0.002150388,-0.9922575
0.006559448,-0.0012029,-1.002097336
-0.018389704,-0.005628407,-1.000990402
0.003010343,-0.00445867,-1.000592059
-0.002775986,-0.007484391,-0.998240304
-0.01569176,0.000329456,-1.001335122
-0.005997121,-0.002423326,-0.996681404
-0.001421157,-0.007683246,-0.994858219
-0.025722178,-0.001967129,-0.998416494
-0.00347097,-0.002115295,-0.994620746
0.002163087,-0.005129319,-0.994716501
-0.012724412,-0.009418357,-0.997696413
-0.005708195,-0.007585768,-1.006387183
-0.008675543,-0.002353142,-1.003368969
-0.003767705,-3.32E-05,-0.996329024
-0.008113309,-0.002501309,-0.999113594
-0.014856217,-0.003550173,-0.997275088
-0.002440207,-0.002793743,-0.991464644
0.004579914,-0.000111145,-0.992429859
-0.026163376,-0.004731608,-1.000048168
0.016047154,-0.007909395,-0.999534919
-0.010924481,-0.003827011,-0.997393825
-0.016734236,-0.004318301,-1.008340596
-0.008269485,0.001284742,-0.994835238
0.004002062,-0.000146237,-0.992548596
-0.008851241,-0.001000146,-0.991851496
-0.010561371,0.000235877,-1.001193404
-0.008386617,-0.006837136,-1.004039258
-0.001913112,-0.008268115,-0.998121567
-0.017542448,-0.001214597,-1.004655923
-0.015028011,-0.000263211,-1.002936154
-0.007168442,-0.000824685,-0.997669601
-0.007375376,0.000840241,-0.993758946
-0.023266307,0.000200785,-1.001185744
-0.010264636,-0.001273084,-0.996493723
0.005415457,0.001834518,-0.993816399
-0.018877755,-0.003577467,-1.003173628
-0.00114004,-0.006673373,-0.999010178
-0.004942931,-0.006700667,-0.998899102
-0.012747838,-0.005850657,-1.004154165
-0.013079713,-0.000263211,-0.993705323
-0.002647141,-0.006248368,-0.995310185
